iso	glottocode	name	status	WRITING	DEVELOPMENT	USE	SIGN_LANGUAGE	UNWRITTEN	LITERATURE	NEWSPAPERS	TV	RADIO	TAUGHT	SHIFTING	SHIFTED	NT	OT	BIBLE	Dictionary	Grammar	LITERACY_L1	LITERACY_L2	Writing	Language Development	Language Use
ost	osat1238	Osatu	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].	Literacy is in English.	Some young people, all adults. Also use Cameroon Pidgin [wes].
gag	gaga1249	Gagauz	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		1	1	N/A	N/A	Cyrillic script [Cyrl], used between 1957–1991. Greek script [Grek], useduntil 1957. Latin script [Latn], primary usage.	Dictionary. Grammar. Texts. NT: 2006.	89% speak it as L1.
kcx	kach1284	Kachama-Ganjule	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	1	N/A	N/A	Unwritten [Qaax].	Grammar.	Used by all. All members of the Kachama community regard Kachama as theirfirst language (Brenzinger 1999). Also use Wolaytta [wal].
lmc	nucl1327	Limilngan	Primarily oral	EMPTY	NOT_EMPTY	EMPTY	0	0	0	0	0	0	0	0	0	0	0		0	1	N/A	N/A		Grammar.	
lsc	alba1273	Albarradas Sign Language	Primarily oral	EMPTY	EMPTY	NOT_EMPTY	1	0	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A			LSAlb is used in many places in Santa Catarina Albarradas, wherever deaf and hearing people congregate, including the local evangelical church and a store run by a deaf family. Used by all. A few also use Spanish [spa]. Used as L2 by Santa Catarina Albarradas Zapotec [ztn].
tyy	yaaa1242	Tiyaa	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Latin script [Latn].	Bible portions: 2017.	Vigorous. Home. Used by all. All also use Hausa [hau], which is used for most functions in the churches and for most teaching in the schools. Most also use English [eng], which is used in the churches and in education.
dse	dutc1253	Dutch Sign Language	Primarily oral	EMPTY	NOT_EMPTY	NOT_EMPTY	1	0	0	0	1	0	0	0	0	0	0		1	1	N/A	Although word identification skills of deaf childrenwere comparable to hearing peers, overall reading comprehension averaged at the first gradelevel in a sample of approximately 500 deaf students ages 6–20 (Wauters 2005).		Literacy rate in L2: Although word identification skills of deaf childrenwere comparable to hearing peers, overall reading comprehension averaged at the first gradelevel in a sample of approximately 500 deaf students ages 6–20 (Wauters 2005). TV. Theater.Dictionary. Grammar. Agency: Deaf Association of the Netherlands.	Vigorous. Deaf schools. Deaf associations. Used by all. Also use Dutch[nld].
bph	botl1242	Botlikh	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		1	0	N/A	N/A	Unwritten [Qaax].	Dictionary. Texts.	Few domains. Some young people, all adults. Used by many children (Salminen2007). Positive attitudes. Also use Avar [ava], a literary language, in school and for widergroup communication (Salminen 2007). Also use Russian [rus], in school and for wider groupcommunication (Salminen 2007).
ssm	semn1250	Semnam	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Some young people, all adults.
enh	tund1254	Enets, Tundra	Primarily oral	EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		1	0	N/A	N/A		Dictionary.	Under 10% of ethnic group speaks Enets. Few domains. Older adults only.Neutral attitudes. Shifted to Russian [rus] (Salminen 2007). Also use Nganasan [nio].
sif	siam1242	Siamou	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		0	1	N/A	A few in Jula [dyu], some in French [fra].	Latin script [Latn].	Literacy rate in L2: A few in Jula [dyu], some in French [fra]. Grammar. Bible portions: 2009.	Vigorous. Also use French [fra]. Also use Jula [dyu].
lmg	lamo1244	Lamogai	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		0	0	N/A	N/A	Latin script [Latn].	NT: 1996.	Also use Tok Pisin [tpi].
kju	kash1280	Kashaya	Primarily oral	EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		1	1	N/A	N/A		Small-scale language education program started (Golla 2007). Dictionary. Grammar. Texts.	Shifted to English [eng].
tqu	touo1238	Touo	Primarily oral	EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		0	1	N/A	N/A		Grammar.	Used by all. Also use Marovo [mvo]. Also use Pijin [pis]. Also use Roviana [rug].
kss	sout2778	Kisi, Southern	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		1	1	N/A	20%.	Latin script [Latn].	Literacy rate in L2: 20%. Dictionary. Grammar. Texts. Bible: 2014.	Also use Liberian English [lir].
mxl	maxi1236	Gbe, Maxi	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	1	N/A	N/A	Unwritten [Qaax].	Grammar.	Used by all. Also use Fon [fon]. Also use French [fra]. Used as L2 by Tchumbuli [bqa].
dsk	lush1256	Dokshi	Primarily oral	NOT_EMPTY	EMPTY	EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		
cda	chon1285	Choni	Primarily oral	EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	1	0	0	0		0	0	N/A	N/A		Tibetan vernaculars are not written, but education in written Tibetan isavailable where Choni speakers live. Teachers probably speak either Choni or Amdo [adx].	Shifting to Amdo Tibetan [adx].
tpr	tupa1250	Tuparí	Primarily oral	EMPTY	EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		0	0	N/A	N/A			Shifted to Portuguese [por]. Used as L2 by Arikapú [ark].
hji	haji1235	Haji	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		1	1	N/A	N/A	Unwritten [Qaax].	Dictionary. Grammar. Texts.	Vigorous. Home, Community. Used by all. Positive attitudes. Also useIndonesian [ind], in education, religious, and civic domains.
mlm	mula1253	Mulam	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	1	0	0	0	0	0		0	0	N/A	94% (2000 census, Mulao nationality).	Unwritten [Qaax].	Literacy rate in L2: 94% (2000 census, Mulao nationality). Radio.	Most domains, Daoist and Buddhist services. 87% speak Mulam at home; 57% speak it outside the home. 82% speak Mulam to their children. (2005 GXLOUS). Some of all ages. Positive attitudes. Also use Mandarin Chinese [cmn], commonly in writing.
umg	umbu1256	Umbuygamu	Primarily oral	NOT_EMPTY	NOT_EMPTY	EMPTY	0	1	0	0	0	0	0	0	0	0	0		1	1	N/A	N/A	Unwritten [Qaax].	Dictionary. Grammar.	
muv	muth1236	Muthuvan	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		0	0	N/A	24% (31% males, 17% females) (1991 census); 40% for Tamil Nadu (2001 census).	Tamil script [Taml].	Literacy rate in L2: 24% (31% males, 17% females) (1991 census); 40% for Tamil Nadu (2001 census). NT: 2018.	Vigorous. Home, village, religion. Used by all. Positive attitudes. Also use English [eng]. Also use Malayalam [mal], especially youth. Also use Tamil [tam], especially older people.
anh	nend1239	Nend	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		0	0	5%–25%.	25%–50%.	Latin script [Latn].	Literacy rate in L1: 5%–25%. Literacy rate in L2: 25%–50%. Bible portions:2004.	Home, Community, Special cultural events. Some of all ages. All also useTok Pisin [tpi] (Daniels 2015).
bay	batu1258	Batuley	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Adults only.
otd	otda1235	Dohoi	Primarily oral	NOT_EMPTY	NOT_EMPTY	EMPTY	0	0	0	0	0	0	0	0	0	1	0		0	1	N/A	N/A	Latin script [Latn].	Grammar. NT: 1998.	
grq	goro1261	Gorovu	Primarily oral	EMPTY	EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		0	0	N/A	N/A			Moribund (2000 S. Wurm). Home. Elderly only. Shifted to Waran [byz] (Wurm2007).
acv	achu1247	Achumawi	Primarily oral	EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		1	0	N/A	N/A		Dictionary. Texts.	Elderly only. Shifted to English [eng].
tcs	torr1261	Torres Strait Creole	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		0	0	N/A	N/A	Latin script [Latn].	NT: 2014.	Used as L2 by Kala Lagaw Ya [mwp], Koko-Bera [kkp], Kunjen [kjn], Kuuku-Ya’u [kuy], Meriam Mir [ulk], Umpila [ump].
kph	kpla1238	Kplang	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Vigorous. Most domains. Used by all. Also use Akan [aka].
win	hoch1243	Ho-Chunk	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		1	1	N/A	N/A	Latin script [Latn].	Dictionary. Grammar. Bible portions: 1907. Agency: Ho-Chunk Culture Committee.	Language maintenance efforts underway since 1990 (Golla 2007). Older adults only. Most shifted to English [eng].
rhp	yaha1247	Yahang	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Some young people, all adults. All also use Tok Pisin [tpi] (Aikhenvald 2004).
cuo	cuma1240	Cumanagoto	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	1	0	0		1	0	N/A	N/A	Unwritten [Qaax].	Dictionary. Texts.	Shifted to Spanish [spa].
ngs	gvok1239	Gvoko	Primarily oral	NOT_EMPTY	EMPTY	EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		
sox	soca1235	So (Cameroon)	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		1	0	N/A	N/A	Latin script [Latn].	Dictionary. Bible portions: 2010.	Home, village. Some young people, all adults. Most also use French [fra], in schools and government offices; it is increasingly learned by children. Also use Bulu [bum].
amj	amda1238	Amdang	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].	Attitudes towards education and literacy in French and Arabic positive.	Vigorous. Positive attitudes. Most also use Chadian Arabic [shu] (Sommer1992).
puy	puri1259	Purisimeño	Primarily oral	EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		0	0	N/A	N/A		Chumash Living Language Revitalization Project established in 1999. Although only Ineseño [inz] descendants are organized as a recognized tribe, there is interest among all Chumash descendants in restoring their traditional culture and language (Golla 2007).	Shifted to English [eng].
dhd	dhun1238	Dhundari	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		0	0	N/A	N/A	Devanagari script [Deva].	NT: 2017.	Vigorous. Home, village, market, religion. Positive attitudes. Also useEnglish [eng]. Also use Hindi [hin], but the educated are more fluent.
imr	imro1237	Imroing	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Home, gardens, village, ceremonies, religion. Many shifting to AmboneseMalay [abs], in all domains, except for ceremonies. Children are taught this variety. Some alsouse Indonesian [ind], primarily in government and Christian religious domains.
nlj	nyal1250	Nyali	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		A few also use Bangala [bxg]. Also use Congo Swahili [swc].
gec	gbol1235	Grebo, Gboloo	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	1	N/A	N/A	Unwritten [Qaax].	Grammar.	Also use Liberian English [lir].
iby	iban1261	Ibani	Primarily oral	NOT_EMPTY	NOT_EMPTY	EMPTY	0	0	0	0	0	0	0	0	0	0	0		1	0	N/A	N/A	Latin script [Latn], in development.	Dictionary. Bible portions: 1870–1985.	
gnz	ganz1247	Ganzi	Primarily oral	NOT_EMPTY	EMPTY	EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		
tts	nort2741	Thai, Northeastern	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		1	0	N/A	N/A	Thai script [Thai].	Dictionary. NT: 2016.	88% use Isan dialect in the home, 1% use Central Thai, 11% use both. Used by all. Also use Thai [tha]. Used as L2 by Kuay [kdt], Northern Khmer [kxm], Nyahkur [cbn], Nyaw [nyw], Nyeu [nyl], Phu Thai [pht], Yoy [yoy].
lxm	laku1238	Lakurumau	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Used informally for family groupings, for social occasions, and occasionally for customary events when outsiders are not present (2020 C. Volker). Some young people, all adults. Also use Tok Pisin [tpi], with the younger generation shifting.
ggw	gogo1265	Gogodala	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		0	0	15%–25%.	25%–50%.	Latin script [Latn].	Literacy rate in L1: 15%–25%. Literacy rate in L2: 25%–50%. Texts. NT:1981.	Used by all. Positive attitudes. They expect all who live in their area tolearn their language. Also use Tok Pisin [tpi] (Dundon 2007). Used as L2 by Ari [aac], Dibiyaso[dby], Doso [dol], Kamula [xla], Kasua [khs], Mubami [tsx], Tabo [knv], Waruna [wrv].
bce	bame1260	Bamenyam	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		All domains. Used by all. Many also use Cameroon Pidgin [wes]. Many alsouse English [eng]. Also use French [fra].
esg	aher1237	Aheri Gondi	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		1	0	N/A	25%–50%.	Devanagari script [Deva].	Literacy rate in L2: 25%–50%. Dictionary. Bible portions: 1962.	Used by all. Also use English [eng].
jeb	jebe1250	Jebero	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	1	0	0	0		1	1	N/A	N/A	Latin script [Latn].	Dictionary. Grammar. Texts. Bible portions: 1959.	Adults only. Positive attitudes. Shifting to Spanish [spa].
str	stra1244	Salish, Straits	Primarily oral	EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		1	1	N/A	100%.		Literacy rate in L2: 100%. Dictionary. Grammar.	Shifted to English [eng].
ojs	seve1240	Ojibwa, Severn	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		0	1	50%–75%.	N/A	Latin script [Latn], used in some books and in educational settings. Unified Canadian Aboriginal Syllabics script [Cans], primary usage.	Literacy rate in L1: 50%–75%. Concerted effort via language teaching in public schools and other efforts to reverse decline. Grammar. Bible portions: 1974–1986.	Some young people, all adults.
xby	baty1234	Batyala	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	1	0	0		1	0	N/A	N/A	Unwritten [Qaax].	Dictionary. The Butchulla Language Program has been vibrant thanks to young people in the community using story telling, oral histories, games, song, and dance to teach and revive their language; the Butchulla Language Program has also produced bilingual teaching books.	Shifted to English [eng].
kzf	daak1235	Kaili, Da'a	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		0	0	45%.	N/A	Latin script [Latn].	Literacy rate in L1: 45%. Texts. NT: 1998.	Vigorous. Most children know little Indonesian [ind] when entering school. All domains. Oral use in local administration, commerce, school. Some oral and written use in church. Used by all. Positive attitudes. Also use Indonesian [ind], especially in church.
eza	ezaa1238	Ezaa	Primarily oral	NOT_EMPTY	NOT_EMPTY	EMPTY	0	0	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Latin script [Latn].	Bible: 2014.	
avt	auuu1241	Au	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		0	0	N/A	25%–50%.	Latin script [Latn].	Literacy rate in L2: 25%–50%. NT: 1992.	Also use Tok Pisin [tpi] (Tracer 2003).
mhx	maru1249	Maru	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		0	1	N/A	25%–50%.	Latin script [Latn].	Literacy rate in L2: 25%–50%. Grammar. Bible: 2009.	Vigorous. Most domains. Used by all. Positive attitudes. Also use Jingpho [kac].
abi	abid1235	Abidji	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		0	0	1%–5%.	25%–50%.	Latin script [Latn].	Literacy rate in L1: 1%–5%. Literacy rate in L2: 25%–50%. NT: 2001.	Used by all. Also use Adioukrou [adj]. Also use Baoulé [bci]. Also useFrench [fra]. Also use Jula [dyu].
oym	waya1270	Wayampi	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		1	1	10%–30%.	Below 5%.	Latin script [Latn].	Literacy rate in L1: 10%–30%. Literacy rate in L2: Below 5%. Dictionary. Grammar. NT: 2003–2013.	All still speak their native language but knowledge of Portuguese [por] is growing (Crevels 2007). Many also use Portuguese [por] (Crevels 2007). Also use Apalaí [apy]. Used as L2 by Apalaí [apy].
mdm	mayo1261	Mayogo	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		1	0	N/A	N/A	Latin script [Latn].	Dictionary. NT: 2015.	Also use Bangala [bxg], especially the older generation. Also use Lingala [lin], especially youth, increasingly. Used as L2 by Ngbee [jgb].
jau	yaur1239	Yaur	Primarily oral	EMPTY	EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	1	0	0	0		0	0	N/A	N/A			Shifting to Papuan Malay [pmy].
aon	bumb1241	Arapesh, Bumbita	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		0	0	15%–25%.	25%–50%.	Latin script [Latn].	Literacy rate in L1: 15%–25%. Literacy rate in L2: 25%–50%. Weril and Weriruse different materials for beginning literacy. Bible portions: 2007.	Young people mainly use Tok Pisin [tpi] (Wurm 2007). Some young people, alladults. Mostly middle-aged and older, youth in 2 villages (Wurm 2007). All also use Tok Pisin[tpi] (Dobrin 2014).
gdi	gund1247	Gundi	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].	Texts.	Many also use Sango [sag].
pmd	pall1243	Pallanganmiddang	Primarily oral	NOT_EMPTY	EMPTY	EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		
ibu	ibuu1240	Ibu	Primarily oral	EMPTY	EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		0	0	N/A	N/A			Elderly only. Shifted to North Moluccan Malay [max].
aag	ambr1239	Ambrak	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Some young people, all adults. Also use Tok Pisin [tpi].
esi	nort2943	Inupiatun, North Alaskan	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		1	1	N/A	N/A	Latin script [Latn].	Dictionary. Grammar. NT: 1969–2012.	Immersion schools. Older adults only. Most shifted to English [eng].
yhl	hlep1236	Hlepho Phowa	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Dialects spoken in Wenshan County are most endangered. Home, village, market. Some young people, all adults.
jei	yeii1239	Yei	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	1	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Home. Shifting to Papuan Malay [pmy]. Some also use Marind [mrz].
bdo	moro1281	Bernde	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		The Bolong now use Kenga [kyq] as their mother tongue. Tar Bolong ismoribund with less than 10 speakers in 2002.
axe	ayer1246	Ayerrerenge	Primarily oral	NOT_EMPTY	EMPTY	EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		
bfc	nort2724	Bai, Northern	Primarily oral	NOT_EMPTY	EMPTY	EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		
awy	eder1237	Awyu (Edera)	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		All domains.
bcm	bann1247	Bannoni	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		0	1	N/A	N/A	Latin script [Latn], limited usage.	Grammar.	Also use Tok Pisin [tpi].
ddw	dawe1237	Dawera-Daweloor	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Home, gardens, village, ceremonies, religion. Many shifting to AmboneseMalay [abs], in all domains, except for ceremonies; children are taught Ambonese Malay. Somealso use Indonesian [ind], primarily in government and Christian religious domains.
ttd	taua1242	Tauade	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		1	0	N/A	15%–30%.	Latin script [Latn].	Literacy rate in L2: 15%–30%. No known use of vernacular literature. Dictionary.	Used by all. Some also use Tok Pisin [tpi]. Used as L2 by Fuyug [fuy].
ndl	ndol1238	Ndolo	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Also use Lingala [lin].
poq	texi1237	Popoluca, Texistepec	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	1	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Elderly only. Shifted to Spanish [spa].
csl	chin1283	Chinese Sign Language	Primarily oral	EMPTY	NOT_EMPTY	NOT_EMPTY	1	0	0	0	1	0	0	0	0	0	0		1	0	N/A	N/A		In 2006, school-age deaf children enrollment rate was approximately 82%(China Disabled Persons’ Federation). TV. Videos. Dictionary.	Classmates and factory coworkers are channels of dissemination. Nowspecialized deaf colleges use CSL. Official CSL is primarily used in formal situations:Education, Media. Unofficial varieties: Home, Community. Used by all. Also use Mandarin Chinese[cmn]. Used as L2 by Tibetan Sign Language [lsn].
mvg	yucu1250	Mixtec, Yucuañe	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	1	0	0	0		0	0	N/A	Possibly 40% in Spanish [spa].	Latin script [Latn].	Literacy rate in L2: Possibly 40% in Spanish [spa].	Home. Shifting to Spanish [spa].
uma	umat1237	Umatilla	Primarily oral	EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		0	0	N/A	N/A		Language classes at Umatilla (Golla 2007).	Older adults only. Shifted to English [eng].
tbt	temb1270	Tembo (Kitembo)	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		0	0	N/A	N/A	Latin script [Latn].	NT: 2017.	Also use Congo Swahili [swc], taught in primary schools. Also use French [fra], mostly in education.
ima	mala1457	Mala Malasar	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	17% in Kerala, 15% in Tamil Nadu (2001 census).	Unwritten [Qaax].	Literacy rate in L2: 17% in Kerala, 15% in Tamil Nadu (2001 census).	Vigorous. Home, village, religion. Used by all. Positive attitudes. Alsouse English [eng]. Also use Malayalam [mal].
afs	afro1254	Afro-Seminole Creole	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	1	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Older adults only. Shifted to Spanish [spa].
mrc	mari1440	Maricopa	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Language program at Lehi on the Salt River Reservation (Golla 2007). Older adults only. Most shifted to English [eng].
ksk	kans1243	Kansa	Primarily oral	EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		1	0	N/A	N/A		Dictionary. Texts. The Kaw Nation started offering online language learning for Kansa second language speakers in 2012.	Shifted to English [eng].
kgt	somy1238	Somyev	Primarily oral	EMPTY	EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		0	0	N/A	N/A			Elderly only. Shifted to Nigeria Mambila [mzk].
tdj	taji1246	Tajio	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	1	0	0	0		0	0	N/A	N/A	Latin script [Latn].	Bible portions: 2020.	Shifting to Indonesian [ind]. Used as L2 by Taje [pee], Tomini [txm].
xkj	kaja1247	Kajali	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	1	0	0	0		0	0	N/A	N/A	Arabic script, Nastaliq variant [Aran].		Shifting to Iranian Persian [pes].
yal	yalu1240	Yalunka	Primarily oral	NOT_EMPTY	NOT_EMPTY	EMPTY	0	0	0	0	0	0	0	0	0	0	0		1	0	N/A	N/A	Arabic script, Naskh variant [Arab]. Latin script [Latn].	Dictionary. Bible: 2009.	
aoz	uabm1237	Uab Meto	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		0	1	N/A	N/A	Latin script [Latn].	Grammar. Texts. Bible: 2000.	Used as L2 by Helong [heg].
djj	djee1236	Djeebbana	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		0	1	5%.	35%–65%.	Latin script [Latn].	Literacy rate in L1: 5%. Literacy rate in L2: 35%–65%. Grammar. Texts.	Home, Community, Religious settings, Special cultural events. Some youngpeople, all adults. Positive attitudes. All also use English [eng]. Many also use Gunwinggu[gup], or another Burarran language. Used as L2 by Kunbarlang [wlg], Na-kara [nck].
